[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 10, 1, [0, 7, 0, 0, 2], 4990, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 24, 0, [0, 7, 0, 0, 2], 4971, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 59, 0, [0, 7, 0, 0, 2], 4901, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 64, 0, [0, 7, 0, 0, 2], 4891, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 69, 0, [0, 7, 0, 0, 2], 4881, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 74, 0, [0, 7, 0, 0, 2], 4871, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 79, 0, [0, 7, 0, 0, 2], 4861, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 84, 0, [0, 7, 0, 0, 2], 4851, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 84, 0, [0, 7, 0, 0, 2], 4851, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 89, 0, [0, 7, 0, 0, 2], 4841, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 94, 0, [0, 7, 0, 0, 2], 4831, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 94, 0, [0, 7, 0, 0, 2], 4831, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 98, 0, [0, 7, 0, 0, 2], 4826, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 103, 0, [0, 7, 0, 0, 2], 4816, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 113, 0, [0, 7, 0, 0, 2], 4796, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 113, 0, [0, 7, 0, 0, 2], 4796, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 118, 0, [0, 7, 0, 0, 2], 4786, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[10, 118, 0, [0, 7, 0, 0, 2], 4786, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[11, 142, 0, [0, 7, 0, 0, 2], 4737, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 147, 0, [0, 7, 0, 0, 2], 4726, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 147, 0, [0, 7, 0, 0, 2], 4726, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 152, 0, [0, 7, 0, 0, 2], 4714, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 157, 0, [0, 7, 0, 0, 2], 4702, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 157, 0, [0, 7, 0, 0, 2], 4702, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 162, 0, [0, 7, 0, 0, 2], 4690, 0, 0]
[animalCount, grassCount, freeFieldsCount, mostPopularGeneType, averageEnergy, averageDeadAge, averageChildCount]
[12, 167, 1, [0, 7, 0, 0, 2], 4678, 0, 0]
